query,top tables,target table,target answer
tv channel in india for fifa world cup,List of Premier League broadcasters_3ACA2C1CA8B6093E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1994 FIFA World Cup_508E6C2FF4EEA5A6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup_307E73BE40016B0E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup_36715CBB63DCF602,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup_C4EEA0AB7A8DC992,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup_D4BA8AB0537BDECC,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA U-20 World Cup_F5485A3EE167F11A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_2850BC75029B4928,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_28B1065DB3C7DB99,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Sweden during World War II_9C3361ED75E949D2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Second Sino-Japanese War_38E8D889BB3F706D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1994 FIFA World Cup_5C401C20C0743DDA,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup_C23041C49C6D65D5,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Australia at the FIFA World Cup_B34ADFBA70FAF291,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Australia at the FIFA World Cup_C1E2056EB9A7D794,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2014 FIFA World Cup_C5255E2A8183FB2F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Jack Taylor (TV series)_F4BE29E445CF362E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1994 FIFA World Cup_83AD08E6F649FE27,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_5FA9ABBC440D74F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_F0C8FCDB9CF05545,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of most-subscribed YouTube channels_141B376194473678,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of most-subscribed YouTube channels_A5556DF89F7C8522,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Hannah Montana: The Movie_591C1F7267D73AA1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Lab Rats: Elite Force_591C1F7267D73AA1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United Arab Emirates national football team_F4B39C3FE1C9888C,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_B27B94C9B198E81,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_E6CC126B8C087E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_1EC038F1AF758229,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_2FA94C39448DD58E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States at the FIFA World Cup_46108630305E6892,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States at the FIFA World Cup_73C04E20F35DA58F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States at the FIFA World Cup_CBFB464DABB54DEC,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Colombia at the FIFA World Cup_5938504DDBBDE381,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States at the FIFA World Cup_FF96681010C32FE2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Channel 5 (UK)_E9421A6BDF43E764,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1986 FIFA World Cup_80BA07D6A0969C44,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of FIFA country codes_B411DA8E111DB579,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Cricket World Cup records_9748F4E99CEEA45A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,German occupation of Czechoslovakia_38E8D889BB3F706D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of K.C. Undercover episodes_591C1F7267D73AA1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Mighty Med characters_9C7D0C069ADA0F78,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_6C20AA5C00E757A0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_94D4FD495474178E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States at the FIFA World Cup_52931A82F81F4B8A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_2C96E40783DA2299,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_F36F3F03EC9A5DB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States at the FIFA World Cup_72500B1D7F57B0E7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Kickin' It episodes_591C1F7267D73AA1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Liv and Maddie episodes_8117B493F7EA6B79,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_A0C5AB0EF4332265,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_F0615C49B00B10E3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_C212367B5D2D15CC,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Dinosaurs (TV series)_BFA626DDDBA5EF47,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Pep Guardiola_B6340E2B30B38467,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Zinedine Zidane_B6340E2B30B38467,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_1503199BA6DC85A9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_753AE125B958CB82,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_915BBA9DF0C23F4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_348FC92E3ADC95D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Football at the 2016 Summer Olympics – Women's tournament_52737A79A4B569EB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Asian nations at the FIFA World Cup_4E0B60CFD7BD8AA3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Channel Islands National Park_D29AC5DC3AF47969,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,"St. Petersburg, Florida_6C5D7090F38C8A7B",2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Australia Davis Cup team_3A7FED9268120207,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Indian Space Research Organisation_5AF22809EEC73AF7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,One Day at a Time (2017 TV series)_656D295EA7D854C2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Best of the Super Juniors_AEE576A03986FEFA,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Reita Faria_BAE3E9B4A2A6CE02,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,History of water polo_76ECB5EE9899C63B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Free France_214DB8B67AEAE588,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Military history of Australia during World War II_214DB8B67AEAE588,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Military history of Canada during World War II_214DB8B67AEAE588,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Military history of Italy during World War II_9C3361ED75E949D2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Channel Zero (TV series)_72DB2A47EAF8BD89,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 Under-19 Cricket World Cup_80039E3B859A57A6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,African nations at the FIFA World Cup_ECFD808D118D93B0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_325A21ED250FC23,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of most-followed Twitter accounts_1FB49596DF3C1F22,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1967 Stanley Cup Finals_6D8948324E886BB6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of most-subscribed YouTube channels_8D87AE88C1602B38,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Military history of New Zealand during World War II_214DB8B67AEAE588,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Military history of South Africa during World War II_214DB8B67AEAE588,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Military history of the Philippines during World War II_214DB8B67AEAE588,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of large Hindu temples_D335593EC32A5566,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FC Bayern Munich_297F07697646134,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 Rugby League World Cup_1CE14E1C97FCB307,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2015 FIFA Women's World Cup_3231D257D79F19AC,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Coca-Cola 600_9D6EC9C2A294C23D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Daytona 500_9D6EC9C2A294C23D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of United States over-the-air television networks_C9B3548194E4AE8F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Telenet (Belgium)_5C43F411A1E9A968,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of tallest towers_F5CF6F0AF78EEBF6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Commanders of World War II_3EF9D3004BBB695D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Military history of the United States during World War II_214DB8B67AEAE588,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Coke Zero Sugar 400_9D6EC9C2A294C23D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,FIFA U-20 World Cup_6C7C31698F3DE482,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of most-followed Twitter accounts_9C2A8581F2449F47,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Monster Energy NASCAR Cup Series_E2C1BEAE39A97E74,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Monster Energy NASCAR All-Star Race_9D6EC9C2A294C23D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United Arab Emirates national football team_4C1B569E21E9795,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Australia Davis Cup team_42340237A3586639,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,1967 Stanley Cup Finals_A2EAF12569DC63A9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 FIFA World Cup_80F4FEFABD0A6BB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Italy at the FIFA World Cup_3806844DD59D25C3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,France at the FIFA World Cup_F68EEC03E0DAE123,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
